ph,nitrogen,phosphorus,potassium,recommended_crop,latitude,longitude,band_blue,band_green,band_red,band_nir
5.988212883106227,26.02512677775173,18.1767178432771,11.384119118274679,Soybeans,-10.965072326544568,34.924162634858554,0.031334004533126555,0.11274509375322811,0.14587087706734225,0.4927144663321341
6.346982555884327,6.465270058296536,12.612446188896667,37.95643753163034,Cassava,-14.478482178420567,34.25111517413894,0.05562668953122469,0.24341085449380487,0.1304168491345747,0.49683870110315437
5.482123960125261,22.95795406069646,9.91300468604489,36.09083179563172,Soybeans,-12.200504252354435,34.91963631402402,0.09883866119821712,0.1198285462577674,0.050201920204930334,0.685627057475935
6.0963512718915025,16.394394509864718,22.614508125265633,52.44760731180072,Groundnuts,-12.31497523462699,35.50540199636518,0.07369988446527437,0.20499986815158155,0.13401646323718866,0.6533627597742482
5.498835748327264,14.577771260160862,12.242431768724579,26.219219351891702,Soybeans,-14.090791567618695,35.60960562818842,0.0456785777636566,0.11740591680616463,0.12887882561530556,0.7927904320234562
5.670221605921414,30.75775019930936,11.047949186323603,30.01169812388015,Soybeans,-11.932067771205311,35.789460238475,0.022475928801204338,0.19451527350976422,0.10058769509985244,0.616376239450283
7.351879615651771,14.312843029518117,15.039823120760701,31.24367513242076,Cassava,-16.37939279347046,34.86175116108229,0.026301688262088778,0.28080392015970873,0.10733522951274824,0.606325253730241
5.808628113407189,70.40179253114124,15.638076055351679,44.17111724542042,Maize,-12.235536539310878,33.171230039950885,0.017245239758942082,0.14848735486238374,0.05404304312878272,0.4398954281331647
6.686583903793419,29.703174042558718,18.003709835628495,28.653086788472127,Tobacco,-14.468953870026104,34.29697723451812,0.041481486623179124,0.1309403641776869,0.09621243692687151,0.7388159822239676
6.974537575143872,43.84071426592283,10.760530732641964,19.36272195037542,Cassava,-12.241564501001847,35.33790250818644,0.050186708913530435,0.2240433961832669,0.12705234574377539,0.6865657490002028
6.161975576409575,18.702286673202074,18.33204292278561,60.26428087670814,Groundnuts,-12.065215897097396,33.616626787209974,0.035267410126142755,0.2631054107570181,0.12898445558698157,0.5810522204456443
6.059558431477921,25.357843090769123,14.869542418273458,23.47019291825616,Tobacco,-14.517196700625362,33.11181775790422,0.06448156789082472,0.17516497804407494,0.11969608982415568,0.6363733175898593
5.376308960269146,24.307090180208554,10.62593680274606,67.14857520253616,Groundnuts,-15.444168685938692,35.225862861839296,0.03176790266540195,0.2771353260722179,0.11211165048727012,0.6864655795408239
5.203661595731097,21.97286001159889,23.768379110342867,47.46404287797428,Groundnuts,-15.69175441582695,33.241160350862735,0.0937156571795139,0.15420002248417236,0.09569350962896839,0.47831424587311067
6.478244577134887,55.912911167840726,21.981069588577828,30.975033634721267,Maize,-14.576172947944782,33.772168167036675,0.04134588716473187,0.22416464217163679,0.11969548830698747,0.7609008158328827
5.603575036238132,23.94906566175184,11.091332049506454,55.43995052094052,Groundnuts,-15.862014816705894,34.489172156865386,0.024255196599176892,0.2077884519790597,0.09005418449240601,0.791618584693332
6.006656887713148,24.594484828745852,19.31840267845716,27.65899286388094,Soybeans,-12.49182413706363,33.80179788848966,0.0725642187614119,0.2553712444882241,0.07928622720041,0.5004336391004331
4.800863074333471,32.14212911917313,9.80511564661117,35.94775698769375,Cassava,-14.38637077060719,32.908911299574115,0.08409078863647672,0.12246356819407787,0.06452972392506184,0.4220841986467663
7.042623184101973,11.501656904401383,9.621211078918103,27.72830739278674,Soybeans,-11.908016584101729,34.51561452090762,0.0844683881487016,0.1283777527886176,0.11172072670231006,0.5437921156180261
5.900554612315006,78.72303930782192,16.640291292570264,44.23136718290671,Maize,-15.22405189294678,34.320100645802405,0.013544512004277661,0.27708904409812884,0.06271377403705819,0.7422502899451693
5.060564333938732,13.396254988595157,19.097010924217145,30.947284408637657,Tobacco,-13.097995216221891,33.51154056961838,0.08383621603170026,0.23507486343226117,0.1255339570973078,0.6769435294061723
6.350961925290256,38.334070833850134,8.964761181945713,34.780120649021484,Tobacco,-12.970060846629924,32.738682474878445,0.08886335298802482,0.13658391750643764,0.14771379058315973,0.7906252049951762
5.529353317992133,8.726734960485356,11.859234771261583,29.816579669779298,Cassava,-13.583555324560024,34.22252645829054,0.07291595680632358,0.1108274719099459,0.13043159783698355,0.6640134575055718
7.374024157760829,24.424975529782266,14.389800580664428,27.053568020305747,Tobacco,-11.552739892637033,35.0992980381137,0.04361898837578178,0.2965201916548402,0.10139769794316736,0.7485168251305171
6.154145451574422,39.82328726081804,8.095835879610437,18.877355925326373,Tobacco,-13.584148582854283,35.39426490640248,0.01786748942981025,0.2616448806283252,0.10075625446365963,0.46165373271482046
6.184932368397411,47.892427554770705,15.608637775603892,26.94090192372246,Soybeans,-9.740001533384898,33.91045289293109,0.03711708551182865,0.14559162318549396,0.09640770604099752,0.4152391706705372
5.85717504602795,26.022512245225183,19.43963937451246,27.00425587611902,Tobacco,-14.062105420995348,34.5130633688267,0.0637252411970774,0.24331483187655117,0.0935786075593539,0.41957190641416303
4.8122256746768635,21.604044917706204,9.418749000839968,10.045364537542108,Soybeans,-13.73208111611406,33.066023890270756,0.036606913460840655,0.10338699402963734,0.05633262561758329,0.7187479159172954
6.1862738699004245,10.68321146821471,7.562343677659268,31.74182734751146,Cassava,-15.583689384195193,34.97359949351664,0.09476537743937413,0.15904314823255866,0.09639987434998099,0.5490191900838379
6.91026777888519,40.46728531161651,14.826061831637691,17.381692782715056,Cassava,-11.026114972235142,32.61941318830857,0.08847215547780568,0.1652248334741909,0.06513563543071926,0.6933584423584134
5.3375594158231525,19.615284513532014,18.38817849612471,62.09709507164163,Groundnuts,-10.868909080965935,35.44620739416857,0.022694209966158948,0.14905116031556828,0.11688411899280339,0.7909766010080455
6.206316484717863,7.935457246151685,6.065925957024821,18.57611275301376,Soybeans,-15.088557787895507,34.143977952681894,0.01637290074929714,0.25932082395502815,0.10438607443585443,0.5295222850402506
6.6885713306349786,45.64620134301463,8.671829735263294,29.73117898229225,Cassava,-16.370231017807072,34.20993977058575,0.010369507404377214,0.11787735280108591,0.12061879179964931,0.45660998926286356
5.763752933493545,16.73712741303364,10.027842661200891,58.40588251199506,Groundnuts,-13.139754897501053,34.9943807665299,0.014587162776939363,0.1620175566443195,0.12393858565403132,0.636736575047019
5.549176835074203,26.650045062103512,23.27749511567928,69.71652031679321,Groundnuts,-13.072375223860579,33.235948419586904,0.08412308698676432,0.22193173633325847,0.13394487462714555,0.6456408607192121
7.287173934629363,24.411378370825073,16.297871411056,22.067538653273086,Soybeans,-15.730589396348392,32.62303714610465,0.020563259444019145,0.11272072619515705,0.08463549275060438,0.5901060739291765
6.967318498128782,27.39125255951148,17.413992673865586,29.87461073662309,Cassava,-15.286162952128857,33.52482071756855,0.014564369694199298,0.15253288869859527,0.11993503130728841,0.6175743583391111
